CL01ZSAP101 00001122005FF642600520X         325,79       1372,92       7400,49       1654,55        960,97        126,59        127,15        134,63        136,42        139,17        139,17        142,94
CL01ZSAP101 00001122005FF642600530X       11940,39          0,00          0,00          0,00          0,00          0,00       4799,54       1669,85       1686,22       1736,97       1736,97       1755,92
CL01ZSAP101 00001122005FF642600540X        2752,67       2643,86       2397,40       2943,03       2582,42       3003,61       2859,10       2993,20       3031,96       3186,55       3186,55       3247,44
CL01ZSAP101 00001122005FF642600550X        4376,95       4459,94       4202,66       5771,14       4170,23       4227,14       4322,61       4509,26       4660,53       4847,17       4847,17       5183,54
CL01ZSAP101 00001122005FF642600560X        3934,97       3983,66       3632,71       3859,20       3839,96       3848,87       3847,66       4101,09       3930,15       8147,83       8147,83       4499,84
CL01ZSAP101 00001122005FF642600570X        1908,36       7486,79       1897,53       1933,77       1923,22       1958,72       2004,91       2066,25       2116,38       2215,27       2215,27       2274,97
CL01ZSAP101 00001122005FF642600575X        1335,17       1384,79       1324,35       1349,64        962,48        963,71        986,44       1016,62       1041,28       1065,11       1065,11       1093,82
CL01ZSAP101 00001122005FF642600580X           0,00          0,00          0,00          0,00          0,00          0,00       8799,16       3061,39       8258,14       2605,46       2605,46       2633,88
CL01ZSAP101 00001122005FF642600590X           0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00      18809,54      18809,54      19014,73
CL01ZSAP101 00001122005FF642600600X        1889,03       1929,15       1828,98       1860,00       1799,50       1858,39       1933,27       1979,93       2045,42       2172,15       2172,15       2356,82
CL01ZSAP101 00001122005FF642600605X         546,66      -1715,54      -3208,30         27,40       1098,47       1819,33        834,77         49,73       1685,65      -6753,00       6753,00      -2277,17
CL01ZSAP101 00001122005FF642600610X         540,92        485,79        398,18        363,74        298,58        295,32        320,66        334,28        464,56        387,15        387,15        581,57
CL01ZSAP101 00001122005FF642600611X        1030,32        925,32        758,44        692,84        628,59        621,73        675,08        703,75        978,01        815,05        815,05       1224,32
CL01ZSAP101 00001122005FF642600620X        7613,54       7065,04       5796,89       5316,40       4829,66       4789,38       5200,27       5408,69       7402,14       6263,97       6263,97       9076,43
CL01ZSAP101 00001122005FF642600640X          48,54         31,58         24,35         21,15         23,75         24,77         24,52         27,22         39,63         25,61         25,61         75,99
CL01ZSAP101 00001122005FF642601090X         448,03        168,90        117,84        117,84        205,54        155,93         73,41        151,55        177,35        144,27        144,27        136,67
CL01ZSAP101 00001122005FF642601170X           0,00          0,00          0,00        856,14          0,00          0,00         48,37          0,00          0,00          0,00          0,00       1261,24
CL01ZSAP101 00001122005FF642601180X        1227,28        976,26       1383,12       1950,11       1325,53       1507,32       2381,84       4235,58       2921,49       1244,15       1244,15       1484,44
CL01ZSAP101 00001122005FF642601190X       16769,41      13048,42      21367,71      19535,16      16219,07      21387,95      27511,74      26919,66      22362,68     -24155,50      24155,50      29477,34
CL01ZSAP101 00001122005FF642601210X           0,00          0,00         12,89          0,00          0,00          0,00          0,00          0,00       -177,96          0,00          0,00          0,00
CL01ZSAP101 00001122005FF642601250X           0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00
CL01ZSAP101 00001122005FF642601590X       16447,58      19574,98      13081,78      38872,06      12585,81       7697,88      22091,47      24516,33       4318,45      -8560,90       8560,90      19948,85
CL01ZSAP101 00001122005FF642602000X           0,00          0,00          0,00          0,00          0,00          0,00          0,00         24,20          0,00          0,00          0,00          0,00
CL01ZSAP101 00001122005FF642602040X         412,59        344,53        114,61        723,26        469,94        682,80        414,44        517,37        556,72        497,28        497,28        352,93
CL01ZSAP101 00001122005FF642602100X        1069,21       3621,57       3363,52       1725,99       1934,33       1262,10       1204,86      14977,10       1686,44        -78,85         78,85       9441,13
CL01ZSAP101 00001122005FF642604510X          28,51          0,00         28,88          0,00          0,00          0,00         39,29          0,00         80,79         43,93         43,93          0,00
CL01ZSAP101 00001122005FF642604540X         402,22       -192,70          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00
CL01ZSAP101 00001122005FF642604545X       14572,24       9997,01      12889,83      13702,15      17373,87      19089,85      20252,83      20323,03      21361,16     -22751,00      22751,00      22455,00
CL01ZSAP101 00001122005FF642604550X        2735,42       1272,37       2678,30       2893,68       2667,65       4893,98       5016,68       3712,64       4411,67       2140,31       2140,31       2663,52
CL01ZSAP101 00001122005FF642606000X        4114,87      17732,37      14503,03      26989,49       5932,68       6620,10        183,98      15658,79        257,71       2089,35       2089,35      11435,00
CL01ZSAP101 00001122005FF642606040X           0,00          0,00        682,95        253,66          0,00        858,20          0,00          0,00        356,08          0,00          0,00          0,00
CL01ZSAP101 00001122005FF642606100X           0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00      10552,02      10485,23      10485,23      10987,83
CL01ZSAP101 00001122005FF642606210X        1315,33          0,00       1648,77       1132,36          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00
CL01ZSAP101 00001122005FF642606220X           1,62          1,42          0,00          1,64          0,00      13893,65          0,00          1,42          0,00          0,00          0,00          1,96
CL01ZSAP101 00001122005FF642606450X           0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00        332,39          0,00          0,00          0,00
CL01ZSAP101 00001122005FF642606500X       13568,04      12799,94        172,18      46329,07         56,85        109,77      15591,25      13655,60      15008,76      13129,77      13129,77      13843,04
CL01ZSAP101 00001122005FF642607100X           4,85          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00
CL01ZSAP101 00001122005FF642607400X           0,00          0,00          0,00          0,00          0,00          0,00          0,00        176,76          0,00          0,00          0,00          0,00
CL01ZSAP101 00001122005FF642607450X           0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00         77,78
CL01ZSAP101 00001122005FF642607480X           0,00          0,00          0,00          0,00          0,00          0,00          2,50          0,00          0,00          0,00          0,00          0,00
CL01ZSAP101 00001122005FF642620020X        5583,56       6377,30       6373,99      45306,58      56405,43      56405,48      56405,42      56405,49      56405,39      56423,26      56423,26      56423,30
CL01ZSAP101 00001122005FF642626650X           0,00          0,00          0,00          0,00          0,00          0,00       3099,04      -3099,04          0,00          0,00          0,00          0,00
CL01ZSAP101 00001122005FF642690810X           0,00          0,00          0,00        207,09          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00
CL01ZSAP101 00001122005FF644600400X        1446,57       1576,89       1891,49       1927,62       1917,09       1952,50       1998,55       2059,70       1654,80       2208,23       2208,23       2267,74
CL01ZSAP101 00001122005FF644600410X         518,14        570,76        178,01        774,41       1106,99        820,40        950,59        659,97        640,66        653,21        653,21        951,30
CL01ZSAP101 00001122005FF644600480X           0,00          0,00         33,18          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00
CL01ZSAP101 00001122005FF644600490X           0,00         33,08          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00
CL01ZSAP101 00001122005FF644600520X           0,00          0,00       1923,02          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00        566,52
CL01ZSAP101 00001122005FF644600530X        1761,99          0,00          0,00          0,00          0,00          0,00        662,01        230,32        232,58        239,58        239,58        242,20
CL01ZSAP101 00001122005FF644600540X         359,87        346,09        310,55        436,13        421,03        449,90        430,96        436,25        413,42       -455,90        455,90        479,19
CL01ZSAP101 00001122005FF644600550X         488,58        493,56        541,66        653,35        542,03        548,24        562,46        575,95        576,28        618,35        618,35        669,48
CL01ZSAP101 00001122005FF644600560X         368,63        416,42        475,90        505,77        505,91        501,06        510,97        531,54        428,69        696,82        696,82        578,52
CL01ZSAP101 00001122005FF644600570X         259,84       1019,40        263,23        268,26        266,80        271,72        278,13        286,64        293,59        307,31        307,31        315,59
CL01ZSAP101 00001122005FF644600575X         184,16        191,01        182,67        313,99        132,76        132,92        136,06        140,23        143,63        146,91        146,91        150,87
CL01ZSAP101 00001122005FF644600580X           0,00          0,00          0,00          0,00          0,00          0,00       1213,68        422,26       1139,05        239,58        239,58        242,20
CL01ZSAP101 00001122005FF644600590X           0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00       2594,42       2594,42       2622,72
CL01ZSAP101 00001122005FF644600600X         295,52        315,44        327,72        334,93        329,61        333,03        345,67        359,15        371,77        384,65        384,65        410,02
CL01ZSAP101 00001122005FF644600605X         110,32        -83,62       -722,64       -298,12        263,03        181,68         99,14        215,11        286,41        885,85        885,85       -335,22
CL01ZSAP101 00001122005FF644600610X          68,38         37,80         59,45         47,07         45,07         42,30         44,52         42,35         57,18         46,21         46,21         80,22
CL01ZSAP101 00001122005FF644600611X         112,48         60,46        102,96         76,34         83,48         76,54         80,45         76,90        102,20         84,59         84,59        147,76
CL01ZSAP101 00001122005FF644600620X        1240,67        554,69        863,16        690,59        730,96        685,95        721,97        686,73        927,25        749,48        749,48       1251,92
CL01ZSAP101 00001122005FF644600640X          28,38          8,66          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00
CL01ZSAP101 00001122005FF644601090X         639,34          0,00        634,72          0,00          0,00        395,01          0,00          0,00          0,00        846,06        846,06       1047,49
CL01ZSAP101 00001122005FF644601140X          23,78         24,29          0,00         23,99          0,00         24,05          0,00         12,19         18,76          0,00          0,00         28,88
CL01ZSAP101 00001122005FF644601170X         505,12       1430,27       1032,38        898,63       1465,85        923,41        951,35        999,40       2420,49        976,99        976,99       6533,63
CL01ZSAP101 00001122005FF644601180X           0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00        593,32
CL01ZSAP101 00001122005FF644601190X        2852,69       2107,25          0,00          0,00          0,00          0,00          0,00       5188,16          0,00          0,00          0,00       3954,37
CL01ZSAP101 00001122005FF644601250X           0,00       1258,50        666,66       3412,69       1536,08       1160,60       1185,93       3125,63          0,00       -838,80        838,80       1325,70
CL01ZSAP101 00001122005FF644601590X           0,00          0,00          0,00          0,00          0,00       3376,31          0,00        230,33          0,00          0,00          0,00        251,27
CL01ZSAP101 00001122005FF644602000X           0,00        406,76          0,92          0,00        322,73        435,27          0,00        154,00          0,00        282,86        282,86        611,59
CL01ZSAP101 00001122005FF644602040X        2772,43        857,25       8757,67       3577,57       1186,38       5709,78       5313,28       3479,85       3795,67      -2199,20       2199,20       4829,47
CL01ZSAP101 00001122005FF644602070X           0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00         27,85         14,98         14,98         11,27
CL01ZSAP101 00001122005FF644602100X          53,15        302,06        388,14       2417,78       2846,16        365,25        624,79         60,99        198,26        792,67        792,67      10513,47
CL01ZSAP101 00001122005FF644604550X           9,85          0,00          0,00          8,83          0,00          0,00          0,00          0,00          0,00          0,00          0,00        740,90
CL01ZSAP101 00001122005FF644606000X         755,72        899,06        725,24       1794,55          0,00        741,77          0,00          0,00          0,00          0,00          0,00          0,00
CL01ZSAP101 00001122005FF644606450X         399,93        719,51        592,54        765,29          0,00        192,11        534,25        747,64        775,58        875,45        875,45        921,57
CL01ZSAP101 00001122005FF644606500X        9478,64      13459,88      19023,71      26263,73         30,12      16309,44      14841,68      27614,59      22587,57      22417,87      22417,87      13994,42
CL01ZSAP101 00001122005FF644607450X           0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00         77,78
CL01ZSAP101 00001122005FF644620020X         508,04        508,03        500,47        500,48       5787,52       5787,72       5787,45       5787,64       5787,54       5793,21       5793,21       5467,69
CL01ZSAP101 00001122005FF644626650X           0,00          0,00          0,00          0,00          0,00          0,00        317,98       -317,98          0,00          0,00          0,00          0,00
CL01ZSAP101 00001122005FF643600400X        1975,32       2036,64       1964,11       2001,62       1990,69       2027,46       2075,27       2138,77       2190,65       2216,57       2216,57       2354,80
CL01ZSAP101 00001122005FF643600410X         730,36        975,54       1086,66        824,50        868,78        967,88        933,46       1544,11       1393,40      -1021,70       1021,70        760,85
CL01ZSAP101 00001122005FF643600480X           0,00          0,00         33,18          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00
CL01ZSAP101 00001122005FF643600490X           0,00          4,51          8,73          0,00          7,05          0,00         21,43          0,00          6,12         24,81         24,81          0,00
CL01ZSAP101 00001122005FF643600520X         668,55        277,36        490,71        324,38          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00
CL01ZSAP101 00001122005FF643600530X        1637,87          0,00          0,00          0,00          0,00          0,00        662,01        230,32        232,58        239,58        239,58        242,20
CL01ZSAP101 00001122005FF643600540X         403,25        357,41        354,04        416,81        374,96        430,95        417,00        463,99        480,40        445,54        445,54        447,65
CL01ZSAP101 00001122005FF643600550X         683,60        669,71        646,86        831,19        646,93        649,21        663,91        688,11        793,38        748,98        748,98        752,01
CL01ZSAP101 00001122005FF643600560X         561,00        678,99        522,12        562,79        559,72        565,15        585,39        600,47        612,47       1200,75       1200,75        669,16
CL01ZSAP101 00001122005FF643600570X         274,90       1078,48        273,34        278,56        277,04        282,15        288,81        297,64        304,86        319,11        319,11        327,71
CL01ZSAP101 00001122005FF643600575X         184,16        191,01        182,67        186,15        132,76        132,92        136,06        140,23        143,63        146,91        146,91        150,87
CL01ZSAP101 00001122005FF643600580X           0,00          0,00          0,00          0,00          0,00          0,00       1213,68        427,26       1139,05        359,37        359,37        363,29
CL01ZSAP101 00001122005FF643600590X           0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00       2594,42       2594,42       2622,72
CL01ZSAP101 00001122005FF643600600X         273,59        279,27        267,15       4806,27        268,79        272,99        280,35        304,84        315,06        331,06        331,06        341,77
CL01ZSAP101 00001122005FF643600605X         170,34       -594,78       -546,02         64,97        220,15        222,71        261,14        169,83        296,99       -943,30        943,30       -366,91
CL01ZSAP101 00001122005FF643600610X          74,61         55,39         58,16         55,61         45,08         46,71         47,49         55,20         73,13         57,24         57,24         80,22
CL01ZSAP101 00001122005FF643600611X         142,11        105,50        110,79        105,93         94,92         98,35         99,98        116,21        153,96        120,51        120,51        168,87
CL01ZSAP101 00001122005FF643600620X        1050,14        812,71        853,44        815,99        731,16        757,59        770,19        895,23       1164,60        928,28        928,28       1251,92
CL01ZSAP101 00001122005FF643601590X         641,31       1683,77       1213,43       9926,30       1464,08       4092,41       1432,07       2067,24      19206,00          0,00          0,00       6718,20
CL01ZSAP101 00001122005FF643602040X           0,00        101,35         25,24        165,56        125,02         63,70         30,17          0,00         77,52        275,73        275,73        147,36
CL01ZSAP101 00001122005FF643602100X           0,00          0,00       1102,25          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00
CL01ZSAP101 00001122005FF643606000X          63,40         60,83        742,48       3168,40          0,00      70767,19       7323,24          0,00        365,18       1935,44       1935,44         71,15
CL01ZSAP101 00001122005FF643606500X         111,18         34,79        165,08        105,08         10,67         49,09         26,74        104,54          5,96        301,83        301,83        151,30
CL01ZSAP101 00001122005FF643607450X           0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00         77,78
CL01ZSAP101 00001122005FF643620020X         546,54        546,53        534,81        534,81      50430,45      50430,46      50430,45      50430,46      50430,44     -50432,60      50432,60      50432,58
CL01ZSAP101 00001122005FF643626650X           0,00          0,00          0,00          0,00          0,00          0,00       2770,76      -2770,76          0,00          0,00          0,00          0,00
CL01ZSAP101 00001122005FF620600190X           0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00       1649,19       1649,19        655,68
CL01ZSAP101 00001122005FF620600200X           0,00          0,00          0,00       1730,95          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00
CL01ZSAP101 00001122005FF620600400X        1516,51       1572,88       1504,21       1532,95       1541,67       1544,33       1580,04       1628,38       1838,86       1880,95       1880,95       1931,64
CL01ZSAP101 00001122005FF620600410X           0,00          0,00        549,73          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00
CL01ZSAP101 00001122005FF620600420X           0,00        360,04          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00
CL01ZSAP101 00001122005FF620600460X         427,81        443,71        424,34        432,44        434,90        435,65        445,73        459,37        518,74        530,62        530,62        544,92
CL01ZSAP101 00001122005FF620600490X           0,00          0,00        585,76          0,00          0,00          0,00          0,00          0,00          0,00        177,19        177,19          0,00
CL01ZSAP101 00001122005FF620600520X         333,51        160,36        178,42       2056,08        311,55        312,09        319,31        329,08          0,00          0,00          0,00          0,00
CL01ZSAP101 00001122005FF620600540X         268,73        278,72        266,56        271,65        273,19        273,66        279,99        288,56        300,29        307,16        307,16        315,44
CL01ZSAP101 00001122005FF620600550X         576,49        597,52        571,24        582,62        585,36        587,08        601,10        620,13        731,23        749,91        749,91        770,32
CL01ZSAP101 00001122005FF620600570X         120,06        124,52        161,70        164,79        165,73        166,02        169,85        175,05        197,68       -202,20        202,20        207,64
CL01ZSAP101 00001122005FF620600575X          56,21         58,30         55,76         56,82        375,55         56,61         57,92         59,69         61,14         62,54         62,54         64,22
CL01ZSAP101 00001122005FF620600580X           0,00          0,00          0,00          0,00          0,00          0,00        253,58         88,22       1298,73        122,84        122,84        124,18
CL01ZSAP101 00001122005FF620600600X         297,05        308,05        294,58        300,26        294,47        295,05        302,09        311,39        351,85        360,09        360,09        387,59
CL01ZSAP101 00001122005FF620600605X         232,46        241,07      -1060,43         -1,94        260,21        260,66        231,91       -430,22        162,86       -754,52        754,52        710,00
CL01ZSAP101 00001122005FF620600610X          18,65         19,28         18,41         18,84         17,09         17,20         17,66         18,30         18,82         19,53         19,53         20,05
CL01ZSAP101 00001122005FF620600611X          17,77         18,37         17,53         17,94         17,99         18,10         18,59         19,26         19,81         20,55         20,55         21,11
CL01ZSAP101 00001122005FF620601590X           0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00
CL01ZSAP101 00001122005FF620602040X         322,94          0,00          0,00          0,00          0,00          0,00        156,76          0,00          0,00          0,00          0,00          0,00
CL01ZSAP101 00001122005FF620602070X           0,00         47,01         41,81          0,00         26,16          0,00          0,00         32,63          0,00          0,00          0,00          0,00
CL01ZSAP101 00001122005FF620602100X          46,28        155,35          0,00         24,79       1368,22          0,00          0,00          0,00          0,00         84,64         84,64         91,02
CL01ZSAP101 00001122005FF620604550X           0,00          0,00         16,85          0,00          0,00          0,00         17,65          0,00          0,00          0,00          0,00          0,00
CL01ZSAP101 00001122005FF620606000X          45,28         43,45         44,72         86,89          0,00        239,64         43,80         45,15         46,84        -48,50         48,50         50,83
CL01ZSAP101 00001122005FF620606020X           0,00          0,00        167,23          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00
CL01ZSAP101 00001122005FF620606110X           0,00          0,00          4,63          0,00          0,00          0,00          3,62          0,00          0,00          0,00          0,00          0,00
CL01ZSAP101 00001122005FF620606120X          28,12         27,00         26,73         27,63          0,00          0,00          0,00          0,00        114,12        -28,90         28,90          0,00
CL01ZSAP101 00001122005FF620606210X           0,00          0,00          8,09         11,02          0,00         21,76          8,47         34,86        232,00          0,00          0,00          6,21
CL01ZSAP101 00001122005FF620606450X           0,00          0,00          0,00        513,58          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00
CL01ZSAP101 00001122005FF620606500X          38,03         36,16        199,07         61,10         12,73         34,50         14,10         68,71        100,96         32,94         32,94         34,05
CL01ZSAP101 00001122005FF620607000X          37,60         38,87         37,11         37,97         38,07         38,32         48,90         50,66         52,09         54,05         54,05         55,52
CL01ZSAP101 00001122005FF620607100X           0,00         15,12          9,06          0,00          0,00          0,00          9,29          0,00          0,00        -14,60         14,60          0,00
CL01ZSAP101 00001122005FF620607450X          77,96         56,26         84,58         46,90          0,00         25,70         59,01        160,04         71,49          0,00          0,00        227,71
CL01ZSAP101 00001122005FF620607470X           0,00          0,00         15,64         15,06          0,00         79,07         13,34         67,20         85,77          0,00          0,00          6,59
CL01ZSAP101 00001122005FF620607480X           0,00          0,00          0,00          0,00          4,99          0,00          0,00          0,00          0,00          0,00          0,00          0,00
CL01ZSAP101 00001122005FF620620020X        1741,82       1741,84       1741,79       1741,82       2493,99       2493,86       2493,95       2494,06       2493,79      -2492,90       2492,90       2490,92
CL01ZSAP101 00001122005FF620626650X           0,00          0,00          0,00          0,00          0,00          0,00        137,02       -137,02          0,00          0,00          0,00          0,00
CL01ZSAP101 00001122005FF623600400X         843,85        877,35        839,06        855,08        850,41        866,12        886,54        913,67        935,84        979,56        979,56       1005,96
CL01ZSAP101 00001122005FF623600410X         336,81        244,25        569,58        511,12        377,45        564,69        510,35        520,75        149,54       -323,30        323,30        274,63
CL01ZSAP101 00001122005FF623600480X           0,00          0,00         16,59          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00
CL01ZSAP101 00001122005FF623600490X         119,08        135,36        222,85        189,04        124,55         89,45        149,58        100,13         83,97        221,87        221,87        160,27
CL01ZSAP101 00001122005FF623600520X           0,00        582,45          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00
CL01ZSAP101 00001122005FF623600530X         817,08          0,00          0,00          0,00          0,00          0,00        331,00        115,16        116,29        119,79        119,79        121,10
CL01ZSAP101 00001122005FF623600540X         216,87        161,72        223,56        235,99        202,84        228,88        232,51        233,17        224,51        226,56        226,56        238,10
CL01ZSAP101 00001122005FF623600550X         197,70        194,94        185,22        263,85        183,94        189,09        193,39        198,63        209,57        211,44        211,44        235,53
CL01ZSAP101 00001122005FF623600560X         221,68        225,97        224,60        226,17        224,82        234,22        235,58        245,28        244,17        254,82        254,82        261,68
CL01ZSAP101 00001122005FF623600570X         117,43        460,72        116,77        119,00        118,35        120,53        123,38        127,15        130,24        136,32        136,32        139,99
CL01ZSAP101 00001122005FF623600575X          92,08         95,50         91,33         93,08         66,37         66,46         68,03         70,11         71,81         73,46         73,46         75,43
CL01ZSAP101 00001122005FF623600580X           0,00          0,00          0,00          0,00          0,00          0,00        606,84        211,13        569,53        179,69        179,69        181,65
CL01ZSAP101 00001122005FF623600590X           0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00       1297,21       1297,21       1311,36
CL01ZSAP101 00001122005FF623600600X         174,11        180,32        169,92        173,42        166,41        170,11        175,14        180,42        108,71        112,23        112,23        122,91
CL01ZSAP101 00001122005FF623600605X         112,26       -391,47        139,75        112,80         81,76         28,71        145,42        101,32        128,05        410,66        410,66       -186,07
CL01ZSAP101 00001122005FF623600610X          37,30         27,66         25,18         25,02         19,49         21,51         21,86         21,89         28,23         22,03         22,03         40,11
CL01ZSAP101 00001122005FF623600611X          53,30         35,50         34,57         34,33         29,12         32,50         32,69         32,17         42,97         32,65         32,65         63,33
CL01ZSAP101 00001122005FF623600620X         525,07        405,83        369,43        367,14        316,01        348,82        354,53        355,04        457,84        357,22        357,22        625,96
CL01ZSAP101 00001122005FF623601190X           0,00          0,00         41,89          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00
CL01ZSAP101 00001122005FF623601210X           0,00          0,00         45,06          0,00          0,00         45,33          0,00          0,00          0,00          0,00          0,00          0,00
CL01ZSAP101 00001122005FF623601250X           0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00        463,14
CL01ZSAP101 00001122005FF623601590X        5863,97       5502,72       8941,32      15937,43      11276,53       2021,85       3601,81      10311,36      15704,90      -4686,70       4686,70       9443,59
CL01ZSAP101 00001122005FF623602040X          63,04          2,03         39,12         52,53         85,32          0,00         39,90          0,00         39,27        146,92        146,92          0,00
CL01ZSAP101 00001122005FF623602100X           0,00         -2,23          1,00         -1,00          0,00         16,79          0,00          0,00         73,10          0,00          0,00       1846,17
CL01ZSAP101 00001122005FF623604510X           0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00         36,96          0,00          0,00          0,00
CL01ZSAP101 00001122005FF623606000X        4890,95       7046,38       7442,39      10162,44          0,00       5855,48       6497,93       6304,59       8495,11        382,61        382,61      19574,81
CL01ZSAP101 00001122005FF623606040X         403,12          0,00          0,00        251,90          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00
CL01ZSAP101 00001122005FF623606210X         114,25        116,59        115,34        111,57        117,59        124,90        132,06        150,34        141,05        131,08        131,08        123,09
CL01ZSAP101 00001122005FF623606220X           0,00          0,00          0,00          0,00          0,00          0,00        110,50          0,00          0,00         -1,50          1,50          0,00
CL01ZSAP101 00001122005FF623606450X        2178,64       2102,12          0,00       4205,70          0,00       2078,71       2143,18       2236,94       2342,29       2299,09       2299,09       2442,27
CL01ZSAP101 00001122005FF623606500X        5776,17       5026,77       7209,96      14314,11         28,83       9741,86      25332,11       9931,04      12697,57       7339,33       7339,33       7677,02
CL01ZSAP101 00001122005FF623607200X        1321,23          0,00          0,00          0,00          0,00          0,00       1414,87          0,00          0,00          0,00          0,00          0,00
CL01ZSAP101 00001122005FF623607220X           0,00          0,00          0,00        183,55          0,00          0,00        182,11          0,00          0,00          0,00          0,00        411,94
CL01ZSAP101 00001122005FF623607400X           0,00          0,00          0,00          0,00          0,00          0,00       1030,91          0,00          0,00          0,00          0,00          0,00
CL01ZSAP101 00001122005FF623607450X           0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00         77,78
CL01ZSAP101 00001122005FF623620020X       11183,31      11183,33      11183,31      11183,36      17669,71      17669,72      17669,72      17669,64      17669,79      17669,75      17669,75      17641,93
CL01ZSAP101 00001122005FF623626650X           0,00          0,00          0,00          0,00          0,00          0,00        970,81       -970,81          0,00          0,00          0,00          0,00
CL01ZSAP101 00001122005FF621600400X        4752,06       4940,75       4547,71       4815,33       4774,91       4834,50       4464,41       5122,59       4676,64       5139,99       5139,99       5664,97
CL01ZSAP101 00001122005FF621600410X        1234,84       1160,76       1092,06       1373,77       1325,44       1755,27       1410,67       2248,82       1582,46       2027,86       2027,86       1831,05
CL01ZSAP101 00001122005FF621600480X           0,00          0,00         82,96          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00
CL01ZSAP101 00001122005FF621600490X          51,61         50,99        336,32        142,95         49,29         68,71        300,09         99,31         55,70         84,37         84,37        104,92
CL01ZSAP101 00001122005FF621600520X        1029,56        208,02       1021,21        961,48        957,06          0,00        142,34        150,61          0,00          0,00          0,00        715,22
CL01ZSAP101 00001122005FF621600530X        3676,88          0,00          0,00          0,00          0,00          0,00       1489,51        518,23        523,31        539,06        539,06        544,94
CL01ZSAP101 00001122005FF621600540X         914,94        820,59        761,42        889,85        869,98       1008,16        858,75        996,23        917,98        996,77        996,77       1055,88
CL01ZSAP101 00001122005FF621600550X        1502,37       1499,59       1430,58       1627,35       1458,09       1484,05       1411,42       1583,00       1515,13       1615,67       1615,67       1779,42
CL01ZSAP101 00001122005FF621600560X        1015,11       1040,49        943,54       1016,43       1008,97       1022,55        921,80       1088,05       1123,59      -1222,30       1222,30       1365,07
CL01ZSAP101 00001122005FF621600570X         661,33       2594,49        657,57        670,13        666,47        678,78        694,79        716,05        650,83        767,69        767,69        788,38
CL01ZSAP101 00001122005FF621600575X         414,36        429,76        411,00        418,85        298,70        299,08        306,13        315,50        287,25        330,55        330,55        339,46
CL01ZSAP101 00001122005FF621600580X           0,00          0,00          0,00          0,00          0,00          0,00       2730,77        950,09       2562,87        808,59        808,59        817,41
CL01ZSAP101 00001122005FF621600590X           0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00          0,00       5837,44       5837,44       5901,12
CL01ZSAP101 00001122005FF621600600X         889,59        902,75        857,19        922,87        910,22        924,40        949,01        975,47        828,05        932,54        932,54       1059,69
CL01ZSAP101 00001122005FF621600605X         382,33       -300,32      -1024,37       -913,19        463,30        197,64        -28,41        193,42        656,62       2087,75       2087,75       -716,61
